Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Magadino;6573;00;Gambarogno;5398;TI;8.879123134024605;46.14297595241831;it;2008-07-01
Vira (Gambarogno);6574;00;Gambarogno;5398;TI;8.86244472659105;46.1251391303064;it;2008-07-01
S. Nazzaro;6575;00;Gambarogno;5398;TI;8.804769829493857;46.13258537258211;it;2008-07-01
Vairano;6575;01;Gambarogno;5398;TI;8.81341921867077;46.12207051272627;it;2008-07-01
Gerra (Gambarogno);6576;00;Gambarogno;5398;TI;8.79634922297706;46.11925140748614;it;2008-07-01
Ranzo;6577;00;Gambarogno;5398;TI;8.792107015415624;46.10732719776279;it;2008-07-01
Caviano;6578;00;Gambarogno;5398;TI;8.77569199582974;46.102559098057505;it;2008-07-01
Piazzogna;6579;00;Gambarogno;5398;TI;8.8402301824543;46.11882765270251;it;2008-07-01
Cadenazzo;6593;00;Gambarogno;5398;TI;8.935519628942037;46.14549379877619;it;2008-07-01
Contone;6594;00;Gambarogno;5398;TI;8.92374600549708;46.15374704690112;it;2008-07-01
Corippo;6631;00;Verzasca;5399;TI;8.819782384869864;46.235232486382806;it;2008-07-01
Vogorno;6632;00;Verzasca;5399;TI;8.891636934571792;46.22204548254689;it;2008-07-01
Lavertezzo;6633;00;Verzasca;5399;TI;8.859092678889784;46.283850192736196;it;2008-07-01
Brione (Verzasca);6634;00;Verzasca;5399;TI;8.771178898470792;46.29909847976083;it;2008-07-01
Gerra (Verzasca);6635;00;Verzasca;5399;TI;8.806480513706822;46.3135021836752;it;2008-07-01
Frasco;6636;00;Verzasca;5399;TI;8.820001325054694;46.35664901768498;it;2008-07-01
Sonogno;6637;00;Verzasca;5399;TI;8.756021268144057;46.3647631927363;it;2008-07-01
Aigle;1860;00;Aigle;5401;VD;6.968963595145041;46.3138825987039;fr;2008-07-01
Le Sépey;1863;00;Aigle;5401;VD;7.030106415605864;46.338251869028504;fr;2008-07-01
Bex;1880;00;Bex;5402;VD;7.0137515279059;46.246648196129165;fr;2008-07-01
Frenières-sur-Bex;1880;02;Bex;5402;VD;7.063192354421722;46.24146599212424;fr;2008-07-01
Fenalet-sur-Bex;1880;03;Bex;5402;VD;7.032098762695525;46.2760584899359;fr;2008-07-01
Les Plans-sur-Bex;1880;04;Bex;5402;VD;7.110382983901357;46.23873470038197;fr;2008-07-01
Les Posses-sur-Bex;1880;05;Bex;5402;VD;7.04474974221252;46.27528997226177;fr;2008-07-01
Gryon;1882;00;Bex;5402;VD;7.1324027402409556;46.28610968925389;fr;2008-07-01
Chessel;1846;00;Chessel;5403;VD;6.896182815235323;46.350587693491946;fr;2008-07-01
Corbeyrier;1856;00;Corbeyrier;5404;VD;6.986919991857335;46.370584212632835;fr;2008-07-01
Frenières-sur-Bex;1880;02;Gryon;5405;VD;7.061851467256407;46.267625091031036;fr;2008-07-01
Les Posses-sur-Bex;1880;05;Gryon;5405;VD;7.058268741903535;46.26764523481763;fr;2008-07-01
Gryon;1882;00;Gryon;5405;VD;7.096441923395357;46.28833202194722;fr;2008-07-01
Lavey-Village;1892;00;Lavey-Morcles;5406;VD;7.033518268692428;46.220856709569816;fr;2008-07-01
Lavey-les-Bains;1892;01;Lavey-Morcles;5406;VD;7.018806598227932;46.203355305686;fr;2008-07-01
Morcles;1892;02;Lavey-Morcles;5406;VD;7.049490551182769;46.20471723110729;fr;2008-07-01
Leysin;1854;00;Leysin;5407;VD;7.008786235429143;46.35130155685277;fr;2008-07-01
Noville;1845;00;Noville;5408;VD;6.893346187535798;46.37936446009901;fr;2008-07-01
Aigle;1860;00;Ollon;5409;VD;6.9741825667720665;46.30213119253191;fr;2008-07-01
La Forclaz VD;1866;00;Ollon;5409;VD;7.038474019659714;46.337279308135756;fr;2008-07-01
Ollon VD;1867;00;Ollon;5409;VD;7.009172105432771;46.28184001085401;fr;2008-07-01
St-Triphon;1867;02;Ollon;5409;VD;6.970113822664713;46.282246040099054;fr;2008-07-01
Panex;1867;03;Ollon;5409;VD;7.027975010694541;46.31708817499729;fr;2008-07-01
Villars-sur-Ollon;1884;00;Ollon;5409;VD;7.107076192900285;46.31367278382485;fr;2008-07-01
Arveyes;1884;02;Ollon;5409;VD;7.058082344466604;46.287939599816625;fr;2008-07-01
Huémoz;1884;03;Ollon;5409;VD;7.011891133406586;46.29675107505711;fr;2008-07-01
Chesières;1885;00;Ollon;5409;VD;7.043823261214979;46.306363610771534;fr;2008-07-01
La Lécherette;1660;04;Ormont-Dessous;5410;VD;7.054141708477156;46.40851402350933;fr;2008-07-01
Corbeyrier;1856;00;Ormont-Dessous;5410;VD;7.023287094096979;46.39908811744379;fr;2008-07-01
Les Mosses;1862;00;Ormont-Dessous;5410;VD;7.104016697351064;46.39428185384576;fr;2008-07-01
La Comballaz;1862;02;Ormont-Dessous;5410;VD;7.07551190359669;46.376377677311915;fr;2008-07-01
Le Sépey;1863;00;Ormont-Dessous;5410;VD;7.059325357542303;46.365595300110144;fr;2008-07-01
La Forclaz VD;1866;00;Ormont-Dessous;5410;VD;7.072627558260876;46.341562067216664;fr;2008-07-01
Vers-l'Eglise;1864;00;Ormont-Dessus;5411;VD;7.117497182761367;46.357969546833225;fr;2008-07-01
Les Diablerets;1865;00;Ormont-Dessus;5411;VD;7.176170319547484;46.341919605761895;fr;2008-07-01
La Forclaz VD;1866;00;Ormont-Dessus;5411;VD;7.093083663785006;46.35397851538326;fr;2008-07-01
Rennaz;1847;00;Rennaz;5412;VD;6.917682337800354;46.37588135313062;fr;2008-07-01
Roche VD;1852;00;Roche (VD);5413;VD;6.925256170136216;46.35930689738962;fr;2008-07-01
Villeneuve VD;1844;00;Villeneuve (VD);5414;VD;6.971590531374573;46.40644834501935;fr;2008-07-01
Yvorne;1853;00;Yvorne;5415;VD;6.92529184515229;46.34204888435085;fr;2008-07-01
Aubonne;1170;00;Aubonne;5422;VD;6.387331379653586;46.486993192943736;fr;2008-07-01
Bougy-Villars;1172;00;Aubonne;5422;VD;6.35147570970559;46.48546895540404;fr;2008-07-01
Montherod;1174;00;Aubonne;5422;VD;6.3547493082248705;46.50650555794349;fr;2008-07-01
Pizy;1174;02;Aubonne;5422;VD;6.346085449709064;46.49214340891013;fr;2008-07-01
Ballens;1144;00;Ballens;5423;VD;6.378055863153199;46.55366213584166;fr;2008-07-01
Berolle;1149;00;Berolle;5424;VD;6.329943942979104;46.567767655294794;fr;2008-07-01
Bière;1145;00;Bière;5425;VD;6.313671397113107;46.548776184144224;fr;2008-07-01
Berolle;1149;00;Bière;5425;VD;6.3315678944146;46.55275504773971;fr;2008-07-01
Bougy-Villars;1172;00;Bougy-Villars;5426;VD;6.352661688178667;46.48458068016703;fr;2008-07-01
Perroy;1166;00;Féchy;5427;VD;6.376898658473011;46.46780686573079;fr;2008-07-01
Féchy;1173;00;Féchy;5427;VD;6.373955679417599;46.47636510268964;fr;2008-07-01
Gimel;1188;00;Gimel;5428;VD;6.288654087444506;46.52133308443826;fr;2008-07-01
Longirod;1261;35;Longirod;5429;VD;6.240729099795408;46.505274568169284;fr;2008-07-01
Marchissy;1261;32;Marchissy;5430;VD;6.232182229775064;46.4934545705573;fr;2008-07-01
Mollens VD;1146;00;Mollens (VD);5431;VD;6.363037388142311;46.57592392540406;fr;2008-07-01
St-George;1188;02;Saint-George;5434;VD;6.256684997621267;46.519884036748;fr;2008-07-01
Bière;1145;00;Saint-Livres;5435;VD;6.36300025723901;46.526236456412214;fr;2008-07-01
St-Livres;1176;00;Saint-Livres;5435;VD;6.381470514073872;46.51626539377088;fr;2008-07-01
St-Oyens;1187;00;Saint-Oyens;5436;VD;6.297292341591167;46.49416492966083;fr;2008-07-01
Saubraz;1189;00;Saubraz;5437;VD;6.325515199337224;46.51904825847388;fr;2008-07-01
Domdidier;1564;00;Avenches;5451;VD;7.011476782459476;46.87574427212462;fr;2008-07-01
Avenches;1580;00;Avenches;5451;VD;7.036825697594714;46.88445875897759;fr;2008-07-01
Oleyres;1580;02;Avenches;5451;VD;7.038960409880058;46.85458974765956;fr;2008-07-01
Donatyre;1580;03;Avenches;5451;VD;7.060604500000433;46.87218863996448;fr;2008-07-01
Cudrefin;1588;00;Cudrefin;5456;VD;7.033546677837518;46.955368128121656;fr;2008-07-01
Faoug;1595;00;Faoug;5458;VD;7.072788571259662;46.90346945053772;fr;2008-07-01
Villars-le-Grand;1584;00;Vully-les-Lacs;5464;VD;6.999660283950503;46.90447818545478;fr;2008-07-01
Salavaux;1585;00;Vully-les-Lacs;5464;VD;7.0263360229915435;46.912531064722195;fr;2008-07-01
Bellerive VD;1585;02;Vully-les-Lacs;5464;VD;7.0220259077455065;46.92531357409181;fr;2008-07-01
Cotterd;1585;03;Vully-les-Lacs;5464;VD;7.026865010422816;46.92325989799553;fr;2008-07-01
Vallamand;1586;00;Vully-les-Lacs;5464;VD;7.036302161986989;46.93289897504868;fr;2008-07-01
Montmagny;1587;00;Vully-les-Lacs;5464;VD;7.007482443346091;46.92719452444935;fr;2008-07-01
Constantine;1587;01;Vully-les-Lacs;5464;VD;7.012253802783889;46.911777018772064;fr;2008-07-01
Chabrey;1589;00;Vully-les-Lacs;5464;VD;6.983133646689565;46.93009400804913;fr;2008-07-01
Mur (Vully) VD;1787;02;Vully-les-Lacs;5464;VD;7.0520419183235745;46.94079430363035;fr;2008-07-01
Bettens;1042;04;Bettens;5471;VD;6.574038547124669;46.623482140068575;fr;2008-07-01
Daillens;1306;00;Bettens;5471;VD;6.561890529217536;46.61871383006863;fr;2008-07-01
Bournens;1035;00;Bournens;5472;VD;6.564399259307605;46.6089899893348;fr;2008-07-01
Boussens;1034;00;Boussens;5473;VD;6.585020607735942;46.602921283816386;fr;2008-07-01
Chavannes-le-Veyron;1148;07;La Chaux (Cossonay);5474;VD;6.458555288991961;46.60892377846311;fr;2008-07-01
La Chaux (Cossonay);1308;00;La Chaux (Cossonay);5474;VD;6.467055987091593;46.620646958002624;fr;2008-07-01
Chevilly;1316;00;La Chaux (Cossonay);5474;VD;6.4687302436967204;46.63432835241617;fr;2008-07-01
Chavannes-le-Veyron;1148;07;Chavannes-le-Veyron;5475;VD;6.446765436587724;46.60835299296627;fr;2008-07-01
Chevilly;1316;00;Chevilly;5476;VD;6.472187574330331;46.64321091435207;fr;2008-07-01
Cossonay-Ville;1304;00;Cossonay;5477;VD;6.5016095883635545;46.616259844322144;fr;2008-07-01
Allens;1304;03;Cossonay;5477;VD;6.509361249930867;46.59806418331466;fr;2008-07-01
Cuarnens;1148;04;Cuarnens;5479;VD;6.433685342152836;46.63176602168087;fr;2008-07-01
Daillens;1306;00;Daillens;5480;VD;6.548603648464555;46.626786969454905;fr;2008-07-01
Dizy;1304;02;Dizy;5481;VD;6.496408687595947;46.634098914986225;fr;2008-07-01
Eclépens;1312;00;Eclépens;5482;VD;6.539673557753054;46.65207702832329;fr;2008-07-01
Ferreyres;1313;00;Ferreyres;5483;VD;6.480903220349441;46.65996365820351;fr;2008-07-01
Gollion;1124;00;Gollion;5484;VD;6.510003412327985;46.58670923525687;fr;2008-07-01
Grancy;1117;00;Grancy;5485;VD;6.4603901237266275;46.59387944410175;fr;2008-07-01
L'Isle;1148;00;L'Isle;5486;VD;6.4008977012734745;46.622695539659006;fr;2008-07-01
Villars-Bozon;1148;03;L'Isle;5486;VD;6.408964973741246;46.6083023672887;fr;2008-07-01
La Coudre;1148;09;L'Isle;5486;VD;6.399955451983781;46.63373017935965;fr;2008-07-01
Lussery-Villars;1307;00;Lussery-Villars;5487;VD;6.525370797068406;46.63234682792117;fr;2008-07-01
Mauraz;1148;02;Mauraz;5488;VD;6.416659980237857;46.602789634835865;fr;2008-07-01
Mex VD;1031;00;Mex (VD);5489;VD;6.56153069566963;46.57478495719809;fr;2008-07-01
Moiry VD;1148;08;Moiry;5490;VD;6.453083620186183;46.65307212605236;fr;2008-07-01
Mont-la-Ville;1148;05;Mont-la-Ville;5491;VD;6.390445008792628;46.65343261493463;fr;2008-07-01
Vaulion;1325;00;Mont-la-Ville;5491;VD;6.367345776010365;46.662331580594014;fr;2008-07-01
Montricher;1147;00;Montricher;5492;VD;6.357466410158318;46.603001091615354;fr;2008-07-01
Orny;1317;00;Orny;5493;VD;6.533689564770005;46.67160105946242;fr;2008-07-01
Bavois;1372;00;Orny;5493;VD;6.5498277553429185;46.664227146727875;fr;2008-07-01
Penthalaz;1305;00;Penthalaz;5495;VD;6.53149752472749;46.61390576033687;fr;2008-07-01
Penthaz;1303;00;Penthaz;5496;VD;6.54055901820141;46.599397366673166;fr;2008-07-01
Pompaples;1318;00;Pompaples;5497;VD;6.522120446458074;46.67827114876889;fr;2008-07-01
La Sarraz;1315;00;La Sarraz;5498;VD;6.506824669755701;46.64995511581306;fr;2008-07-01
Senarclens;1304;04;Senarclens;5499;VD;6.482585197873787;46.59863049524443;fr;2008-07-01
Sullens;1036;00;Sullens;5501;VD;6.567060971212794;46.59126995521985;fr;2008-07-01
Mex VD;1031;00;Vufflens-la-Ville;5503;VD;6.549931686381064;46.56522213218717;fr;2008-07-01
Vufflens-la-Ville;1302;00;Vufflens-la-Ville;5503;VD;6.53718432394196;46.57515399847558;fr;2008-07-01
Assens;1042;00;Assens;5511;VD;6.626802205294419;46.61598858490514;fr;2008-07-01
Bioley-Orjulaz;1042;03;Assens;5511;VD;6.599326986833234;46.619412684151605;fr;2008-07-01
Bercher;1038;00;Bercher;5512;VD;6.705799087258836;46.68992325199893;fr;2008-07-01
Bottens;1041;33;Bottens;5514;VD;6.664575689043396;46.615232025904426;fr;2008-07-01
Bretigny-sur-Morrens;1053;02;Bretigny-sur-Morrens;5515;VD;6.646617386874607;46.598614173894475;fr;2008-07-01
Cugy VD;1053;00;Cugy (VD);5516;VD;6.6430310579370655;46.58082013922843;fr;2008-07-01
Echallens;1040;00;Echallens;5518;VD;6.635157728988474;46.63790079534129;fr;2008-07-01
Essertines-sur-Yverdon;1417;00;Essertines-sur-Yverdon;5520;VD;6.643386238239655;46.71736246910488;fr;2008-07-01
Epautheyres;1417;02;Essertines-sur-Yverdon;5520;VD;6.646132298579003;46.73567112190412;fr;2008-07-01
Etagnières;1037;00;Etagnières;5521;VD;6.610871527854052;46.6009524540093;fr;2008-07-01
Fey;1044;00;Fey;5522;VD;6.680282704413732;46.673827571713375;fr;2008-07-01
Froideville;1055;00;Froideville;5523;VD;6.6915272266889;46.59670259642206;fr;2008-07-01
Morrens VD;1054;00;Morrens (VD);5527;VD;6.627612882349905;46.59171371292831;fr;2008-07-01
Oulens-sous-Echallens;1377;00;Oulens-sous-Echallens;5529;VD;6.5719086746141695;46.64812530782301;fr;2008-07-01
Pailly;1416;00;Pailly;5530;VD;6.67460968913493;46.6990616435671;fr;2008-07-01
Penthéréaz;1375;00;Penthéréaz;5531;VD;6.605329272330868;46.682921698940966;fr;2008-07-01
Poliez-Pittet;1041;32;Poliez-Pittet;5533;VD;6.688772545781754;46.62471039876502;fr;2008-07-01
Rueyres;1046;00;Rueyres;5534;VD;6.692998183769502;46.69677248134574;fr;2008-07-01
St-Barthélemy VD;1040;03;Saint-Barthélemy (VD);5535;VD;6.602106122695598;46.63485673275464;fr;2008-07-01
Villars-le-Terroir;1040;02;Villars-le-Terroir;5537;VD;6.643899353734876;46.658189405511564;fr;2008-07-01
Vuarrens;1418;00;Vuarrens;5539;VD;6.646763583641298;46.68534659360697;fr;2008-07-01
Dommartin;1041;21;Montilliez;5540;VD;6.696223063736603;46.64331716662509;fr;2008-07-01
Naz;1041;26;Montilliez;5540;VD;6.6940020971251935;46.658828772198795;fr;2008-07-01
Poliez-le-Grand;1041;31;Montilliez;5540;VD;6.6658261061205435;46.63804966424005;fr;2008-07-01
Sugnens;1043;00;Montilliez;5540;VD;6.67403155293595;46.654703876139045;fr;2008-07-01
Goumoens-la-Ville;1376;00;Goumoëns;5541;VD;6.612029213980541;46.658244020946306;fr;2008-07-01
Eclagnens;1376;02;Goumoëns;5541;VD;6.593488428445675;46.64762985231178;fr;2008-07-01
Goumoens-le-Jux;1376;03;Goumoëns;5541;VD;6.586902553279204;46.66670534206846;fr;2008-07-01
Fontanezier;1423;02;Bonvillars;5551;VD;6.665413095203796;46.86450030219432;fr;2008-07-01
Bonvillars;1427;00;Bonvillars;5551;VD;6.671854359779766;46.84264293164142;fr;2008-07-01
Les Rasses;1452;00;Bullet;5552;VD;6.535646339226324;46.839268083077386;fr;2008-07-01
Bullet;1453;00;Bullet;5552;VD;6.560746069240402;46.848741729875;fr;2008-07-01
Champagne;1424;00;Champagne;5553;VD;6.653555405329321;46.835711160947476;fr;2008-07-01
Concise;1426;00;Concise;5554;VD;6.725940303892795;46.8650994786146;fr;2008-07-01
Vaumarcus;2028;00;Concise;5554;VD;6.7477894073960725;46.8696540702193;fr;2008-07-01
Corcelles-près-Concise;1426;01;Corcelles-près-Concise;5555;VD;6.699715575069442;46.850951175713064;fr;2008-07-01
Fiez;1420;00;Fiez;5556;VD;6.627797093327179;46.82810611152438;fr;2008-07-01
Bullet;1453;00;Fiez;5556;VD;6.548992021028981;46.863989103574674;fr;2008-07-01
Fontaines-sur-Grandson;1421;00;Fontaines-sur-Grandson;5557;VD;6.616940874945198;46.83317100891882;fr;2008-07-01
Mauborget;1453;02;Fontaines-sur-Grandson;5557;VD;6.585498535931222;46.87222366267992;fr;2008-07-01
Giez;1429;00;Giez;5559;VD;6.610093768446473;46.81380816042476;fr;2008-07-01
Grandevent;1421;02;Grandevent;5560;VD;6.605641759473978;46.84214242805879;fr;2008-07-01
Grandson;1422;00;Grandson;5561;VD;6.6393681823849455;46.811761914823;fr;2008-07-01
Mauborget;1453;02;Mauborget;5562;VD;6.611218381483488;46.86860420893477;fr;2008-07-01
Mutrux;1428;02;Mutrux;5563;VD;6.725999968633303;46.880842070597616;fr;2008-07-01
Novalles;1431;02;Novalles;5564;VD;6.592779602194611;46.832739355075745;fr;2008-07-01
Onnens VD;1425;00;Onnens (VD);5565;VD;6.687487341848384;46.844120781206584;fr;2008-07-01
Provence;1428;01;Provence;5566;VD;6.703064131196275;46.89465561212934;fr;2008-07-01
Couvet;2108;00;Provence;5566;VD;6.694505610212074;46.92107725017144;fr;2008-07-01
Vuiteboeuf;1445;00;Sainte-Croix;5568;VD;6.550121070228631;46.812216622781094;fr;2008-07-01
Ste-Croix;1450;00;Sainte-Croix;5568;VD;6.501082914067519;46.829212407008875;fr;2008-07-01
La Sagne (Ste-Croix);1450;02;Sainte-Croix;5568;VD;6.497631688519382;46.808655142471004;fr;2008-07-01
Le Château-de-Ste-Croix;1450;03;Sainte-Croix;5568;VD;6.532100474440403;46.81742355976925;fr;2008-07-01
Les Rasses;1452;00;Sainte-Croix;5568;VD;6.526848382796322;46.83045206568067;fr;2008-07-01
L'Auberson;1454;00;Sainte-Croix;5568;VD;6.46280220631995;46.81397827579642;fr;2008-07-01
La Vraconnaz;1454;02;Sainte-Croix;5568;VD;6.477407193260399;46.84395425379784;fr;2008-07-01
Villars-Burquin;1423;00;Tévenon;5571;VD;6.626342872287656;46.84745665112524;fr;2008-07-01
Fontanezier;1423;02;Tévenon;5571;VD;6.660412140001346;46.86125249464083;fr;2008-07-01
Romairon;1423;03;Tévenon;5571;VD;6.642525673766297;46.850159157157826;fr;2008-07-01
Vaugondry;1423;04;Tévenon;5571;VD;6.636389506790424;46.846107573125245;fr;2008-07-01
Mauborget;1453;02;Tévenon;5571;VD;6.625246827702049;46.87931276549041;fr;2008-07-01
Belmont-sur-Lausanne;1092;00;Belmont-sur-Lausanne;5581;VD;6.690681782546901;46.5287429324534;fr;2008-07-01
Cheseaux-sur-Lausanne;1033;00;Cheseaux-sur-Lausanne;5582;VD;6.595956202878174;46.58253931625743;fr;2008-07-01
Crissier;1023;00;Crissier;5583;VD;6.577536060354068;46.55529347778069;fr;2008-07-01
Cheseaux-sur-Lausanne;1033;00;Crissier;5583;VD;6.589466432219017;46.571624439062695;fr;2008-07-01
Epalinges;1066;00;Epalinges;5584;VD;6.666686596559757;46.55270878780898;fr;2008-07-01
Jouxtens-Mézery;1008;02;Jouxtens-Mézery;5585;VD;6.595558268508003;46.55302765192695;fr;2008-07-01
Lausanne 25;1000;25;Lausanne;5586;VD;6.6986517250313495;46.57370229846864;fr;2008-07-01
Lausanne 26;1000;26;Lausanne;5586;VD;6.697134802734878;46.553460271404276;fr;2008-07-01
Lausanne 27;1000;27;Lausanne;5586;VD;6.681409320398883;46.541699358789735;fr;2008-07-01
Lausanne;1003;00;Lausanne;5586;VD;6.630104680319968;46.520004325199174;fr;2008-07-01
Lausanne;1004;00;Lausanne;5586;VD;6.618677635496144;46.52848029958016;fr;2008-07-01
Lausanne;1005;00;Lausanne;5586;VD;6.642500088546282;46.519858888648734;fr;2008-07-01
Lausanne;1006;00;Lausanne;5586;VD;6.637105008756584;46.51121663380117;fr;2008-07-01
Lausanne;1007;00;Lausanne;5586;VD;6.610407632310336;46.51719590138437;fr;2008-07-01
Lausanne;1010;00;Lausanne;5586;VD;6.6589203004653745;46.53614302589882;fr;2008-07-01
Lausanne;1011;00;Lausanne;5586;VD;6.642775885775834;46.52638207142071;fr;2008-07-01
Lausanne;1012;00;Lausanne;5586;VD;6.656932149576898;46.52627321083718;fr;2008-07-01
Lausanne;1018;00;Lausanne;5586;VD;6.628631331184677;46.53876301752992;fr;2008-07-01
Crissier;1023;00;Lausanne;5586;VD;6.588008393477473;46.55720682097842;fr;2008-07-01
Romanel-sur-Lausanne;1032;00;Lausanne;5586;VD;6.611271626209522;46.57085094821429;fr;2008-07-01
Cheseaux-sur-Lausanne;1033;00;Lausanne;5586;VD;6.602123737024928;46.57621472653077;fr;2008-07-01
Le Mont-sur-Lausanne;1052;00;Lausanne;5586;VD;6.669515835076207;46.570718926596626;fr;2008-07-01
Cugy VD;1053;00;Lausanne;5586;VD;6.657919978265673;46.58627598078203;fr;2008-07-01
Le Mont-sur-Lausanne;1052;00;Le Mont-sur-Lausanne;5587;VD;6.64008031590413;46.55992614369377;fr;2008-07-01
Paudex;1094;00;Paudex;5588;VD;6.673309738210801;46.50836864469148;fr;2008-07-01
Lutry;1095;00;Paudex;5588;VD;6.675515222362116;46.508532763991774;fr;2008-07-01
Prilly;1008;00;Prilly;5589;VD;6.604055298624966;46.53698250837099;fr;2008-07-01
Pully;1009;00;Pully;5590;VD;6.656724621374502;46.512290122987416;fr;2008-07-01
Les Monts-de-Pully;1068;00;Pully;5590;VD;6.6833657377067786;46.53412676418594;fr;2008-07-01
Prilly;1008;00;Renens (VD);5591;VD;6.5997003722568275;46.528366367778965;fr;2008-07-01
Renens VD;1020;00;Renens (VD);5591;VD;6.589538112858317;46.53643672293278;fr;2008-07-01
Romanel-sur-Lausanne;1032;00;Romanel-sur-Lausanne;5592;VD;6.607994667725009;46.56389846751949;fr;2008-07-01
Chexbres;1071;00;Chexbres;5601;VD;6.780156044559982;46.48406470328246;fr;2008-07-01
Forel (Lavaux);1072;00;Forel (Lavaux);5604;VD;6.763534073626295;46.54291244694074;fr;2008-07-01
Les Cullayes;1080;00;Forel (Lavaux);5604;VD;6.7597793354611895;46.56523936417741;fr;2008-07-01
Grandvaux;1091;00;Forel (Lavaux);5604;VD;6.741233108420344;46.512771510077414;fr;2008-07-01
La Croix (Lutry);1090;00;Lutry;5606;VD;6.701728709101988;46.523596416688555;fr;2008-07-01
Belmont-sur-Lausanne;1092;00;Lutry;5606;VD;6.692292090606373;46.52412060417555;fr;2008-07-01
La Conversion;1093;00;Lutry;5606;VD;6.685650127608429;46.51385207382232;fr;2008-07-01
Lutry;1095;00;Lutry;5606;VD;6.692255424814608;46.50613814519113;fr;2008-07-01
Puidoux;1070;00;Puidoux;5607;VD;6.78784947500432;46.51223298751554;fr;2008-07-01
Rivaz;1071;01;Puidoux;5607;VD;6.777333611482;46.47485781990065;fr;2008-07-01
Cully;1096;00;Puidoux;5607;VD;6.754965610524699;46.48477189801474;fr;2008-07-01
Epesses;1098;00;Puidoux;5607;VD;6.7577002174962155;46.485666684644634;fr;2008-07-01
Les Thioleyres;1607;04;Puidoux;5607;VD;6.808088591925329;46.540192692874584;fr;2008-07-01
Chexbres;1071;00;Rivaz;5609;VD;6.777517593774321;46.47902711072996;fr;2008-07-01
Rivaz;1071;01;Rivaz;5609;VD;6.780381284401899;46.47650231208363;fr;2008-07-01
Chexbres;1071;00;Saint-Saphorin (Lavaux);5610;VD;6.79243029667739;46.481330592483076;fr;2008-07-01
St-Saphorin (Lavaux);1071;02;Saint-Saphorin (Lavaux);5610;VD;6.795997404118242;46.4744844801063;fr;2008-07-01
Savigny;1073;00;Savigny;5611;VD;6.725949279107893;46.538233552200296;fr;2008-07-01
Mollie-Margot;1073;02;Savigny;5611;VD;6.738231935035342;46.56155088117464;fr;2008-07-01
La Croix (Lutry);1090;00;Savigny;5611;VD;6.716166653941993;46.51835834674199;fr;2008-07-01
Aran;1091;01;Savigny;5611;VD;6.720019272556564;46.51828815813315;fr;2008-07-01
Puidoux;1070;00;Bourg-en-Lavaux;5613;VD;6.754377147246244;46.50507272216355;fr;2008-07-01
Grandvaux;1091;00;Bourg-en-Lavaux;5613;VD;6.728512042010417;46.507389717860484;fr;2008-07-01
Aran;1091;01;Bourg-en-Lavaux;5613;VD;6.717089507115636;46.51117041580701;fr;2008-07-01
Chenaux;1091;03;Bourg-en-Lavaux;5613;VD;6.73148576742153;46.49575826715087;fr;2008-07-01
Lutry;1095;00;Bourg-en-Lavaux;5613;VD;6.707024312686679;46.501616969543946;fr;2008-07-01
Cully;1096;00;Bourg-en-Lavaux;5613;VD;6.727089083972742;46.488129095560986;fr;2008-07-01
Villette (Lavaux);1096;02;Bourg-en-Lavaux;5613;VD;6.709015063570992;46.4957459913454;fr;2008-07-01
Riex;1097;00;Bourg-en-Lavaux;5613;VD;6.741784952182721;46.50124381323744;fr;2008-07-01
Epesses;1098;00;Bourg-en-Lavaux;5613;VD;6.75245946771338;46.49895654930079;fr;2008-07-01
Aclens;1123;00;Aclens;5621;VD;6.509165162304601;46.56873493297858;fr;2008-07-01
Bremblens;1121;00;Bremblens;5622;VD;6.5205972716509395;46.55017786511537;fr;2008-07-01
Buchillon;1164;00;Buchillon;5623;VD;6.409270661635539;46.466667481183194;fr;2008-07-01
Bussigny;1030;00;Bussigny;5624;VD;6.547341866384574;46.5541423777873;fr;2014-05-01
Lausanne;1015;00;Chavannes-près-Renens;5627;VD;6.584244922424133;46.52339029226623;fr;2008-07-01
Chavannes-près-Renens;1022;00;Chavannes-près-Renens;5627;VD;6.577694070074734;46.530878694485544;fr;2008-07-01
Chigny;1134;02;Chigny;5628;VD;6.477557239097699;46.51555841229893;fr;2008-07-01
Clarmont;1127;00;Clarmont;5629;VD;6.449582437509225;46.54870452739645;fr;2008-07-01
Denens;1135;00;Denens;5631;VD;6.452827709347773;46.517706159818694;fr;2008-07-01
Denges;1026;02;Denges;5632;VD;6.539353530480848;46.521990074885366;fr;2008-07-01
Echandens;1026;03;Echandens;5633;VD;6.537071830184753;46.541274485711504;fr;2008-07-01
Echichens;1112;00;Echichens;5634;VD;6.4941807090647155;46.53007865629997;fr;2008-07-01
St-Saphorin-sur-Morges;1113;00;Echichens;5634;VD;6.4903545702747705;46.54452860613051;fr;2008-07-01
Colombier VD;1114;00;Echichens;5634;VD;6.470255510531957;46.55574958957702;fr;2008-07-01
Monnaz;1125;00;Echichens;5634;VD;6.479785867293572;46.531291828557535;fr;2008-07-01
Lausanne;1015;00;Ecublens (VD);5635;VD;6.569874489427543;46.520551418885404;fr;2008-07-01
Ecublens VD;1024;00;Ecublens (VD);5635;VD;6.560090055873929;46.529377716187135;fr;2008-07-01
Etoy;1163;00;Etoy;5636;VD;6.421601029716071;46.483212590778805;fr;2008-07-01
